"no","release_tag","content","heading","content_label","issue_link","commit_link","pr_link","content_from","milestone",,,,,,,,,
162,"newpipe-v0.19.3","   Allow time ago debug setting translation "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3502)",,,,,,,,,,,
163,"newpipe-v0.19.3","   Fixed sending e-mail from crash reporter "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3580)",,,,,,,,,,,
164,"newpipe-v0.19.3","   Fix download dialog freeze "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3613)",,,,,,,,,,,
165,"newpipe-v0.19.3","   Open in browser button now really opens in browser "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3501)",,,,,,,,,,,
166,"newpipe-v0.19.3","   Fixes some crashes related to translation "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3662)",,,,,,,,,,,
167,"newpipe-v0.19.3","   Added Ktlint to build scripts & code style improvements "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3511)",,,,,,,,,,,
168,"newpipe-v0.19.3","   Upgraded some dependencies "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3509)",,,,,,,,,,,
171,"newpipe-v0.19.2","   Search on YouTube Music "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3240)",,,,,,,,,,,
172,"newpipe-v0.19.2","   Basic Android TV support  "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3483)",,,,,,,,,,,
173,"newpipe-v0.19.2","   Improved checking for new version "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3344)",,,,,,,,,,,
174,"newpipe-v0.19.2","   Avoid unnecessary changes to the upload date of saved streams "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3370)",,,,,,,,,,,
175,"newpipe-v0.19.2","   Save and restore playback parameters into/from preferences "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3288)",,,,,,,,,,,
176,"newpipe-v0.19.2","   Show message when content isn't supported yet instead of crashing "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3300)",,,,,,,,,,,
177,"newpipe-v0.19.2","   Improved size handling of the drawer header title "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3412)",,,,,,,,,,,
178,"newpipe-v0.19.2","   Improved popup player resize with pinch gestures "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3075)",,,,,,,,,,,
179,"newpipe-v0.19.2","   Enqueue streams on long press on background and popup buttons in channel "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3456)",,,,,,,,,,,
180,"newpipe-v0.19.2","   Added the ability to remove all watched videos from a local playlist "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3065)",,,,,,,,,,,
181,"newpipe-v0.19.2","   Fixed visibility of group sort button in the subscriptions fragment "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3374)",,,,,,,,,,,
182,"newpipe-v0.19.2","   Fixed detection of network related exceptions "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3294)",,,,,,,,,,,
183,"newpipe-v0.19.2","   Fixed age restricted content setting not working "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3410)",,,,,,,,,,,
184,"newpipe-v0.19.2","   Fixed certain kinds of reCAPTCHAs "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3414)",,,,,,,,,,,
185,"newpipe-v0.19.2","   Fixed crash when opening bookmarks while playlist is `null` "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3345)",,,,,,,,,,,
186,"newpipe-v0.19.2","   Fixed escaping in JSON created by the crash reporter by using nanojson instead of org.json "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3463)",,,,,,,,,,,
187,"newpipe-v0.19.2","   Added Checkstyle to build scripts & code style improvements  "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3464)",,,,,,,,,,,
188,"newpipe-v0.19.2","   Fixed F-Droid build by ensuring the debug apk file name is used only in debug builds "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3415)",,,,,,,,,,,
189,"newpipe-v0.19.2","   Force UTF-8 encoding for Gradle "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3460)",,,,,,,,,,,
192,"newpipe-v0.19.1","   Added upload date and view count on stream grid items "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3289)",,,,,,,,,,,
193,"newpipe-v0.19.1","   Improvements for the drawer header layout  "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3334)",,,,,,,,,,,
194,"newpipe-v0.19.1","   Fixed mute button causing crashes on API 19 "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3322)",,,,,,,,,,,
195,"newpipe-v0.19.1","   Fixed downloading of long 1080p 60fps videos "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3325)",,,,,,,,,,,
196,"newpipe-v0.19.1","   Change APK base name depending on the branch name for debug builds "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3265)",,,,,,,,,,,
202,"newpipe-v0.18.7","   Correctly sorted feed and subscription groups 🎉 "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2309)",,,,,,,,,,,
203,"newpipe-v0.18.7","   Add mute button to main, background and popup players    "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3283)",,,,,,,,,,,
204,"newpipe-v0.18.7","   Handle content not available exception more comprehensively "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3279)",,,,,,,,,,,
205,"newpipe-v0.18.7","   Improve consistency with versal after colon "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3107)",,,,,,,,,,,
206,"newpipe-v0.18.7","   Hide 5, 15, 25 second seek options if inexact seek is enabled "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3160)",,,,,,,,,,,
207,"newpipe-v0.18.7","   Relocate two settings from Appearance to Content "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3184)",,,,,,,,,,,
208,"newpipe-v0.18.7","   Allow opening music.youtube.com and media.ccc.de links in NewPipe  "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3090)",,,,,,,,,,,
209,"newpipe-v0.18.7","   Remove search icon in search mode "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3193)",,,,,,,,,,,
210,"newpipe-v0.18.7","   Fix bug in main screen tabs state management "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3197)",,,,,,,,,,,
211,"newpipe-v0.18.7","   Temporary fix for main screen menu visibility "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3281)",,,,,,,,,,,
212,"newpipe-v0.18.7","   Fix visual glitch when exiting the app on some devices "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3196)",,,,,,,,,,,
213,"newpipe-v0.18.7","   Fix seek duration not showing in some languages "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3195)",,,,,,,,,,,
214,"newpipe-v0.18.7","   Fix database backup on Android P and later not exporting remote playlists "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3120)",,,,,,,,,,,
215,"newpipe-v0.18.7","   Fix downloading large files "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3273)",,,,,,,,,,,
216,"newpipe-v0.18.7","   Fix some WebM videos not being seekable due to a not precise floating point division "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3220)",,,,,,,,,,,
217,"newpipe-v0.18.7","   Fix crash when sharing a downloaded file "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3046)",,,,,,,,,,,
218,"newpipe-v0.18.7","   Fix URL parsing from shared content "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3278)",,,,,,,,,,,
219,"newpipe-v0.18.7","   Change application id based on the current branch  "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3225)",,,,,,,,,,,
220,"newpipe-v0.18.7","   New pull request and issue templates "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3132)",,,,,,,,,,,
221,"newpipe-v0.18.5","   Save and restore whether pitch and tempo are unhooked or not "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3043)",,,,,,,,,,,
222,"newpipe-v0.18.5","   Support display cutout in player "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2967)",,,,,,,,,,,
223,"newpipe-v0.18.5","   Round view and subscriber count "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3154)",,,,,,,,,,,
226,"newpipe-v0.18.3","   Added language selector to change the app language "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2921)",,,,,,,,,,,
227,"newpipe-v0.18.3","   Added send to Kodi button to player collapsible menu "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2310)",,,,,,,,,,,
228,"newpipe-v0.18.3","   Added ability to copy comments on long press "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3053)",,,,,,,,,,,
229,"newpipe-v0.18.3","   Fix ReCaptcha activity and correctly save obtained cookies "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3035)",,,,,,,,,,,
230,"newpipe-v0.18.3","   Remove dot-menu in favour of drawer and hide history button when ""Watch history"" is not enabled in settings "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2960)",,,,,,,,,,,
231,"newpipe-v0.18.3","   Ask for display over other apps permission in settings correctly on Android 6 and later "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3004)",,,,,,,,,,,
232,"newpipe-v0.18.3","   Rename local playlist by long-clicking in BookmarkFragment "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2954)",,,,,,,,,,,
233,"newpipe-v0.18.3","   Various PeerTube improvements  : "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3044)",,,,,,,,,,,
234,"newpipe-v0.18.3","     Display full description instead of truncated"," Improved",,,,,,,,,,,,,,,
235,"newpipe-v0.18.3","     Handle age limit"," Improved",,,,,,,,,,,,,,,
236,"newpipe-v0.18.3","   Improved several English source strings  -"," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2938)",,,,,,,,,,,
237,"newpipe-v0.18.3","   Fixed player starting again although it is paused when option ""minimize on app switch"" enabled and NewPipe is minimized "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2917)",,,,,,,,,,,
238,"newpipe-v0.18.3","   Fixed `.srt` subtitle downloads containing not all line breaks "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2957)",,,,,,,,,,,
239,"newpipe-v0.18.3","   Fixed download to SD card failing because some Android 5 devices are not CTF compliant "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2958)",,,,,,,,,,,
240,"newpipe-v0.18.3","   Fixed downloading on Android KitKat "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3032)",,,,,,,,,,,
241,"newpipe-v0.18.3","   Fixed corrupt video `.mp4` file being recognized as audio file "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2959)",,,,,,,,,,,
242,"newpipe-v0.18.3","   Fixed wrong Chines language codes "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2865)",,,,,,,,,,,
243,"newpipe-v0.18.3","   Fix initial brightness value for gesture "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3102)",,,,,,,,,,,
244,"newpipe-v0.18.3","   Fixed corrupt mp4 downloads "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3117)",,,,,,,,,,,
245,"newpipe-v0.18.3","   Fixed multiple localization problems "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3098)",,,,,,,,,,,
246,"newpipe-v0.18.3","   [YouTube] Timestamps in description are clickable again "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/3044)",,,,,,,,,,,
247,"newpipe-v0.18.0","   Show video thumbnail on the lock screen when playing in the background "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2690)",,,,,,,,,,,
248,"newpipe-v0.18.0","   Add local playlist to queue when long pressing on background / popup button "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2636)",,,,,,,,,,,
249,"newpipe-v0.18.0","   Make main page tabs scrollable and hide when there is only a single tab "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2871)",,,,,,,,,,,
250,"newpipe-v0.18.0","   Limit amount of notification thumbnail updates in background player "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2771)",,,,,,,,,,,
251,"newpipe-v0.18.0","   Add dummy thumbnail for empty local playlists "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2837)",,,,,,,,,,,
252,"newpipe-v0.18.0","   Use `.opus` file extension instead of `.webm` and show ""opus"" in format label instead of ""WebM Opus"" in the download dropdown "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2906)",,,,,,,,,,,
253,"newpipe-v0.18.0","   Add button to delete downloaded files or download history in ""Downloads"" "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2717)",,,,,,,,,,,
254,"newpipe-v0.18.0","   [YouTube] Add support to `/c/shortened_url` channel links [TeamNewPipe/NewPipeExtractor]"," Improved",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/238)",,,,,,,,,,,
255,"newpipe-v0.18.0","   Fix multiple issues when sharing a video to NewPipe and downloading its streams directly "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2875)",,,,,,,,,,,
256,"newpipe-v0.18.0","     Fix freezing other applications while downloading in the background"," Fixed",,,,,,,,,,,,,,,
257,"newpipe-v0.18.0","     Fix last opened video name used as file name when downloading after video share"," Fixed",,,,,,,,,,,,,,,
258,"newpipe-v0.18.0","   Fix for player access out of its creation thread "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2912)",,,,,,,,,,,
259,"newpipe-v0.18.0","   Fixed search result paging [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/215)",,,,,,,,,,,
260,"newpipe-v0.18.0","   [YouTube] Fixed switching on null causing NPE [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/226)",,,,,,,,,,,
261,"newpipe-v0.18.0","   [YouTube] Fixed viewing comments when opening an invidio.us url [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/237)",,,,,,,,,,,
262,"newpipe-v0.18.0","   [SoundCloud] Updated `client_id` [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/231)",,,,,,,,,,,
263,"newpipe-v0.17.4","   PeerTube support without P2P  [Beta]:"," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2201))",,,,,,,,,,,
264,"newpipe-v0.17.4","     Watch and download videos from PeerTube instances"," New",,,,,,,,,,,,,,,
265,"newpipe-v0.17.4","     Add instances in the settings to access the complete PeerTube world"," New",,,,,,,,,,,,,,,
266,"newpipe-v0.17.4","     There are problems with SSL certificates on Android 4.4 and 7.1 which result in a network error."," New",,,,,,,,,,,,,,,
267,"newpipe-v0.17.4","   Downloader "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2679)):",,,,,,,,,,,
268,"newpipe-v0.17.4","     Calculate download ETA"," New",,,,,,,,,,,,,,,
269,"newpipe-v0.17.4","     Download opus webm files as ogg"," New",,,,,,,,,,,,,,,
270,"newpipe-v0.17.4","     Recover expired download links to resume downloads after a long pause"," New",,,,,,,,,,,,,,,
271,"newpipe-v0.17.4","   Adjustable seek duration "," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2744)",,,,,,,,,,,
272,"newpipe-v0.17.4","   Make the KioskFragment aware of changes in the preferred content country and improve performance of all main tabs "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2742)",,,,,,,,,,,
273,"newpipe-v0.17.4","   Use new Localization and Downloader implementations from extractor "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2713)",,,,,,,,,,,
274,"newpipe-v0.17.4","   Make ""Default kiosk"" string translatable"," Improved",,,,,,,,,,,,,,,
275,"newpipe-v0.17.4","   Black navigation bar for black theme "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2569)",,,,,,,,,,,
276,"newpipe-v0.17.4","   Fixed a bug that could not move the popup player if another finger was placed while moving the popup player "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2772)",,,,,,,,,,,
277,"newpipe-v0.17.4","   Allow playlists missing an uploader and fix crashes related to this problem  [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/219)",,,,,,,,,,,
278,"newpipe-v0.17.4","   Enabling TLS1.1/1.2 on Android 4.4 devices API 19/KitKat "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2792)",,,,,,,,,,,
279,"newpipe-v0.17.4","   [SoundCloud] Fixed client_id extraction [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/217)",,,,,,,,,,,
280,"newpipe-v0.17.4","   [SoundCloud] Fixed audio stream extraction"," Fixed",,,,,,,,,,,,,,,
281,"newpipe-v0.17.4","   Update ExoPlayer to 2.10.8  "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2816)",,,,,,,,,,,
282,"newpipe-v0.17.4","   Update Gradle to 3.5.1 and add Kotlin support "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2714)",,,,,,,,,,,
283,"newpipe-v0.17.3","   Add more titles to improve accessibility for blind people "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2655)",,,,,,,,,,,
284,"newpipe-v0.17.3","   Make language of download folder setting more consistent and less ambiguous "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2637)",,,,,,,,,,,
285,"newpipe-v0.17.3","   Check if last byte in the block is downloaded "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2646)",,,,,,,,,,,
286,"newpipe-v0.17.3","   Fixed scrolling in video detail fragment "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2672)",,,,,,,,,,,
287,"newpipe-v0.17.3","   Remove double search clear box animations to one "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2695)",,,,,,,,,,,
288,"newpipe-v0.17.3","   [SoundCloud] Fix client_id extraction "," Fixed",,"https://github.com/TeamNewPipe/NewPipe/issues/2745)",,,,,,,,,,,,,
289,"newpipe-v0.17.3","   Add missing dependencies inherited from NewPipeExtractor into NewPipe "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2535)",,,,,,,,,,,
290,"newpipe-v0.17.3","   Migrate to AndroidX "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2685)",,,,,,,,,,,
291,"newpipe-v0.17.3","   Update to ExoPlayer 2.10.6  "," Development",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2736)",,,,,,,,,,,
292,"newpipe-v0.17.2","   Added option to clear playback states "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2550)",,,,,,,,,,,
293,"newpipe-v0.17.2","   Show hidden directories in the file picker "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2591)",,,,,,,,,,,
294,"newpipe-v0.17.2","   Support URLs from `invidio.us` instances to be opened with NewPipe "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2488)",,,,,,,,,,,
295,"newpipe-v0.17.2","   Add support for `music.youtube.com` URLs [TeamNewPipe/NewPipeExtractor]"," Improved",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/194)",,,,,,,,,,,
296,"newpipe-v0.17.2","   [YouTube] Fixed 'java.lang.IllegalArgumentException [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/192)",,,,,,,,,,,
297,"newpipe-v0.17.2","   [YouTube] Fixed live streams not working [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/195)",,,,,,,,,,,
298,"newpipe-v0.17.2","   Fixed performance problem in android pie when downloading a stream "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2592)",,,,,,,,,,,
299,"newpipe-v0.17.1","   Fix the video is not available issue."," Hotfix",,,,,,,,,,,,,,,
300,"newpipe-v0.16.2","   Thai localization"," New",,,,,,,,,,,,,,,
301,"newpipe-v0.16.2","   Add `start playing here` action in long-press menus for playlists again "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2518)",,,,,,,,,,,
302,"newpipe-v0.16.2","   Add switch for SAF / legacy file picker "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2521)",,,,,,,,,,,
303,"newpipe-v0.16.2","   Fix disappearing buttons in downloads view when switching apps "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2487)",,,,,,,,,,,
304,"newpipe-v0.16.2","   Fix playback position is stored although watch history is disabled"," Fixed",,,,,,,,,,,,,,,
305,"newpipe-v0.16.2","   Fix reduced performance caused by playback position in list views "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2517)",,,,,,,,,,,
306,"newpipe-v0.16.2","   [Extractor] Fix ReCaptchaActivity  [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/186)",,,,,,,,,,,
307,"newpipe-v0.16.2","   [Extractor] [YouTube] Fix casual search error when playlists are in results [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/185)",,,,,,,,,,,
308,"newpipe-v0.16.2","   Resume streams where you stopped last time  Playback resume [#2288](",,,,,"https://github.com/TeamNewPipe/NewPipe/pull/2288)",,,,,,,,,,,
309,"newpipe-v0.16.2","   Use Storage Access Framework to store downloads on external SD-cards"," Downloader Enhancements",,,,,,,,,,,,,,,
310,"newpipe-v0.16.2","   New mp4 muxer"," Downloader Enhancements",,,,,,,,,,,,,,,
311,"newpipe-v0.16.2","   Optionally change the download directory before starting a download"," Downloader Enhancements",,,,,,,,,,,,,,,
312,"newpipe-v0.16.2","   Respect metered networks"," Downloader Enhancements",,,,,,,,,,,,,,,
314,"newpipe-v0.16.2","   Removed gema strings "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2295)",,,,,,,,,,,
315,"newpipe-v0.16.2","   Handle autorotation changes during activity lifecycle "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2444)",,,,,,,,,,,
316,"newpipe-v0.16.2","   Make long-press menus consistent "," Improved",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2368)",,,,,,,,,,,
318,"newpipe-v0.16.2","   Fixed selected subtitle track name not being shown "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2394)",,,,,,,,,,,
319,"newpipe-v0.16.2","   Do not crash when check for app update fails GitHub version "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2423)",,,,,,,,,,,
320,"newpipe-v0.16.2","   Fixed downloads stuck at 99.9% "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2440)",,,,,,,,,,,
321,"newpipe-v0.16.2","   Update play queue metadata "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2453)",,,,,,,,,,,
322,"newpipe-v0.16.2","   [SoundCloud] Fixed crash when loading playlists [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/170)",,,,,,,,,,,
323,"newpipe-v0.16.2","   [YouTube] Fixed duration can not be paresd [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/177)",,,,,,,,,,,
324,"newpipe-v0.16.2","   [YouTube] Fixed crash on videos which are age restricted [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/177)",,,,,,,,,,,
325,"newpipe-v0.16.1","   add support for opening [Invidio.us] links"," Improvements",,,,,,,,,,,,,,,
326,"newpipe-v0.16.1","   make links in comments clickable, increase text size "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2168)",,,,,,,,,,,
327,"newpipe-v0.16.1","   seek on clicking timestamp links in comments "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2207)",,,,,,,,,,,
328,"newpipe-v0.16.1","   show preferred tab based on recently selected state "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2247)",,,,,,,,,,,
329,"newpipe-v0.16.1","   add playlist to queue when long clicking on 'Background' in playlist window "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2023)",,,,,,,,,,,
330,"newpipe-v0.16.1","   search for shared text when it is not an URL "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/1963)",,,,,,,,,,,
331,"newpipe-v0.16.1","   add ""share at current time"" button to the main video player "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2271)",,,,,,,,,,,
332,"newpipe-v0.16.1","   add close button to main player when video queue is finished "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/1969)",,,,,,,,,,,
333,"newpipe-v0.16.1","   add ""Play directly in Background"" to longpress menu for video list items "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2198)",,,,,,,,,,,
334,"newpipe-v0.16.1","   improve English translations for Play/Enqueue commands "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2237)",,,,,,,,,,,
335,"newpipe-v0.16.1","   small performance improvements  "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2179)",,,,,,,,,,,
336,"newpipe-v0.16.1","   remove unused files "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2183)",,,,,,,,,,,
337,"newpipe-v0.16.1","   update ExoPlayer to 2.9.6  "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2311)",,,,,,,,,,,
338,"newpipe-v0.16.1","   fixed scroll w/ comments and related streams disabled "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2176)",,,,,,,,,,,
339,"newpipe-v0.16.1","   fixed CheckForNewAppVersionTask being executed when it shouldn't "," Fixed",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2161)",,,,,,,,,,,
340,"newpipe-v0.16.1","   fixed youtube subscription import: ignore ones with invalid url and keep ones with empty title [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/160)",,,,,,,,,,,
341,"newpipe-v0.16.1","   fix invalid yt url: signature tag name is not always ""signature"" [TeamNewPipe/NewPipeExtractor]"," Fixed",,,,"https://github.com/TeamNewPipe/NewPipeExtractor/pull/163)",,,,,,,,,,,
342,"newpipe-v0.16.0","   Hot fix decrypt function error again.",,,,,,,,,,,,,,,,
343,"newpipe-v0.15.1","   Basic MediaCCC support"," New",,,,,,,,,,,,,,,
344,"newpipe-v0.15.1","   Comments support  by [@yausername]"," New",,,,"https://github.com/TeamNewPipe/NewPipe/pull/1650)",,,,,,,,,,,
345,"newpipe-v0.15.1","   support for youtube-nocookie.com "," Improvements",,,,"https://github.com/TeamNewPipe/NewPipe/pull/2092)",,,,,,,,,,,
346,"newpipe-v0.15.1","   add support for amazon fire tv virtual keyboard"," Improvements",,,,,,,,,,,,,,,
347,"newpipe-v0.15.1","   removing search history items using swipe"," Improvements",,,,,,,,,,,,,,,
